date,user_id,value,point_differential
2013-06-11,6698,1977,190
2013-06-11,6718,725,70
2013-06-11,6764,2824,0
2013-06-11,6917,3909,390
2013-06-11,6972,3303,330
2013-06-11,7003,2039,0
2013-06-11,7024,5072,500
2013-06-11,7034,817,0
2013-06-11,7096,1429,0
2013-06-11,7230,2487,0
2013-06-11,7325,2310,230
2013-06-11,7419,5527,0
2013-06-11,7433,4033,0
2013-06-11,7511,4729,0
2013-06-11,7564,1478,140
2013-06-11,7623,2024,0
2013-06-11,7845,3233,320
2013-06-11,7867,3871,-4670
2013-06-11,7963,2423,240
2013-06-11,7989,3458,340
2013-06-11,8070,4233,0
2013-06-11,8239,5775,0
2013-06-11,8281,3504,-4700
2013-06-11,8327,1806,180
2013-06-11,8334,1433,0
2013-06-11,8342,2455,240
2013-06-11,8401,6949,0
2013-06-11,8418,170,0
2013-06-11,8463,1201,120
2013-06-11,8616,2936,0
2013-06-11,8634,2031,200
2013-06-11,8642,5206,520
2013-06-11,8741,749,70
2013-06-11,8814,1704,170
2013-06-11,8880,1721,170
2013-06-11,8889,2691,0
2013-06-11,8902,1814,180
2013-06-11,8963,2160,210
2013-06-11,9026,2949,0
2013-06-11,9028,2305,230
2013-06-11,9033,3478,0
2013-06-11,9084,3925,390
2013-06-11,9121,281,0
2013-06-11,9122,648,0
2013-06-11,9126,150,10
2013-06-11,9147,512,50
2013-06-11,9215,3093,300
2013-06-11,9220,1554,150
2013-06-11,9246,5385,530
2013-06-11,9313,4228,420
2013-06-11,9518,335,0
2013-06-11,9561,1476,0
2013-06-11,9570,1276,0
2013-06-11,9652,133,10
2013-06-11,9657,6826,680
2013-06-11,9665,2356,230
2013-06-11,9692,2070,200
2013-06-11,9698,7000,700
2013-06-11,9810,3712,0
2013-06-11,9894,1769,170
2013-06-11,9936,3897,380
2013-06-11,10097,2370,0
2013-06-11,10108,2517,250
2013-06-11,10110,1447,0
2013-06-11,10112,3778,370
2013-06-11,10115,330,0
2013-06-11,10134,795,70
2013-06-11,10235,6121,610
2013-06-11,10266,528,0
2013-06-11,10279,6467,640
2013-06-11,10319,5081,0
2013-06-11,10355,1093,100
2013-06-11,10393,2091,0
2013-06-11,10423,4854,0
2013-06-11,10447,4536,450
2013-06-11,10459,2826,0
2013-06-11,10558,3671,0
2013-06-11,10571,3717,370
2013-06-11,10694,2780,0
2013-06-11,10753,1115,110
2013-06-11,10858,3017,0
2013-06-11,10864,1512,150
2013-06-11,10901,3713,370
2013-06-11,10907,3991,0
2013-06-11,11018,699,60
2013-06-11,11022,1227,120
2013-06-11,11101,1910,0
2013-06-11,11148,5007,0
2013-06-11,11274,2236,220
2013-06-11,11306,2101,210
2013-06-11,11315,1641,0
2013-06-11,11386,6875,680
2013-06-11,11394,1297,120
2013-06-11,11414,1151,0
2013-06-11,11430,3978,0
2013-06-11,11442,28,0
2013-06-11,11516,1128,0
2013-06-11,11577,3934,0
2013-06-11,11699,4102,0
2013-06-11,11703,4776,470
2013-06-11,11727,6771,670
2013-06-11,11771,3120,310
2013-06-11,11785,1041,0
2013-06-11,11824,2449,0
2013-06-11,11843,231,20
2013-06-11,11891,9740,-4080
2013-06-11,12042,2248,0
2013-06-11,12074,1136,0
2013-06-11,12089,7979,-4260
2013-06-11,12157,3527,0
2013-06-11,12210,6273,620
2013-06-11,12213,2455,0
2013-06-11,12255,1720,170
2013-06-11,12296,4218,0
2013-06-11,12314,5244,0
2013-06-11,12371,2386,230
2013-06-11,12510,1737,170
2013-06-11,12514,3272,320
2013-06-11,12610,1375,130
2013-06-11,12641,4218,420
2013-06-11,12644,1074,100
2013-06-11,12645,4705,470
2013-06-11,12647,9988,990
2013-06-11,12722,2648,260
2013-06-11,12733,4488,440
2013-06-11,12750,3521,350
2013-06-11,12760,1377,130
2013-06-11,12814,5211,520
2013-06-11,12816,1108,0
2013-06-11,12855,927,90
2013-06-11,12954,4317,0
2013-06-11,12976,3101,310
2013-06-11,12979,1850,180
2013-06-11,13032,1510,150
2013-06-11,13042,1017,0
2013-06-11,13157,3075,0
2013-06-11,13210,8609,860
2013-06-11,13229,6172,610
2013-06-11,13275,2002,200
2013-06-11,13413,2187,0
2013-06-11,13453,2044,0
2013-06-11,13459,6119,610
2013-06-11,13535,824,0
2013-06-11,13550,2223,0
2013-06-11,13559,2017,200
2013-06-11,13621,1017,0
2013-06-11,13684,74,0
2013-06-11,13697,3875,0
2013-06-11,13743,3829,380
2013-06-11,13905,2325,0
2013-06-11,13953,2877,0
2013-06-11,13990,3171,0
2013-06-11,14007,3296,320
2013-06-11,14077,1794,0
2013-06-11,14089,5651,560
2013-06-11,14092,1124,110
2013-06-11,14105,3428,0
2013-06-11,14108,6364,630
2013-06-11,14205,223,0
2013-06-11,14253,2732,270
2013-06-11,14301,1945,190
2013-06-11,14319,4047,400
2013-06-11,14323,4461,440
2013-06-11,14333,3099,300
2013-06-11,14439,1157,0
2013-06-11,14441,1509,0
2013-06-11,14453,2409,0
2013-06-11,14493,1877,180
2013-06-11,14500,1833,0
2013-06-12,13,4012,0
2013-06-12,65,3104,0
2013-06-12,91,3604,360
2013-06-12,100,418,0
2013-06-12,137,5012,500
2013-06-12,177,735,70
2013-06-12,222,1731,0
2013-06-12,225,8889,880
2013-06-12,291,2763,-4780
2013-06-12,397,1722,0
2013-06-12,412,879,0
2013-06-12,422,5491,540
2013-06-12,462,2742,270
2013-06-12,565,3145,0
2013-06-12,635,2080,200
2013-06-12,640,2547,250
2013-06-12,825,1711,170
2013-06-12,860,1042,-4950
2013-06-12,881,2995,290
2013-06-12,1115,2498,240
2013-06-12,1130,3440,0
2013-06-12,1150,7922,790
2013-06-12,1191,671,60
2013-06-12,1284,2260,220
2013-06-12,1288,1964,0
2013-06-12,1314,2017,200
2013-06-12,1464,981,90
2013-06-12,1483,3729,370
2013-06-12,1546,1008,100
2013-06-12,1649,7922,790
2013-06-12,1738,3912,0
2013-06-12,1844,5336,0
2013-06-12,1878,681,0
2013-06-12,1882,881,80
2013-06-12,1892,2930,290
2013-06-12,1926,2441,0
2013-06-12,1971,2903,290
2013-06-12,2087,245,20
2013-06-12,2230,3154,310
2013-06-12,2297,2281,0
2013-06-12,2355,4863,480
2013-06-12,2494,1641,160
2013-06-12,2496,368,0
2013-06-12,2687,5880,580
2013-06-12,2700,1352,0
2013-06-12,2714,345,30
2013-06-12,2758,2180,0
2013-06-12,2829,899,80
2013-06-12,2851,4328,0
2013-06-12,2857,1592,150
2013-06-12,2879,644,60
2013-06-12,2903,633,0
2013-06-12,2930,967,0
2013-06-12,2948,681,60
2013-06-12,3007,925,0
2013-06-12,3012,2918,290
2013-06-12,3033,2781,270
2013-06-12,3095,7503,0
2013-06-12,3100,6701,670
2013-06-12,3339,8092,800
2013-06-12,3348,2460,0
2013-06-12,3387,2254,220
2013-06-12,3396,1668,160
2013-06-12,3421,2906,0
2013-06-12,3450,1947,190
2013-06-12,3516,389,0
2013-06-12,3581,2438,240
2013-06-12,3632,10691,1060
2013-06-12,3633,1385,130
2013-06-12,3634,2932,290
2013-06-12,3676,1352,130
2013-06-12,3679,2878,0
2013-06-12,3734,2658,260
2013-06-12,3742,5208,0
2013-06-12,3785,5801,0
2013-06-12,3820,5983,0
2013-06-12,3843,5913,-4460
2013-06-12,3854,4695,460
2013-06-12,3870,2304,230
2013-06-12,3874,3055,300
2013-06-12,3958,1985,0
2013-06-12,3979,919,0
2013-06-12,4106,2420,240
2013-06-12,4145,1731,0
2013-06-12,4189,1020,100
2013-06-12,4198,7075,700
2013-06-12,4218,1954,190
2013-06-12,4224,1948,0
2013-06-12,4314,2532,250
2013-06-12,4328,2728,0
2013-06-12,4419,1810,0
2013-06-12,4426,2049,0
2013-06-12,4450,689,0
2013-06-12,4467,3467,340
2013-06-12,4539,2365,0
2013-06-12,4549,4168,0
2013-06-12,4622,678,0
2013-06-12,4629,4575,0
2013-06-12,4644,3992,390
2013-06-12,4687,1651,160
2013-06-12,4792,871,0
2013-06-12,4820,2011,0
2013-06-12,4877,4352,0
2013-06-12,4963,1811,0
2013-06-12,4999,2502,250
2013-06-12,5037,1388,0
2013-06-12,5062,2558,250
2013-06-12,5082,4031,0
2013-06-12,5130,4960,490
2013-06-12,5202,1992,190
2013-06-12,5261,2214,0
2013-06-12,5336,2679,260
2013-06-12,5359,1475,0
2013-06-12,5391,1901,0
2013-06-12,5454,1335,130
2013-06-12,5457,1414,140
2013-06-12,5534,1736,0
2013-06-12,5742,6686,660
2013-06-12,5750,7826,780
2013-06-12,5758,707,0
2013-06-12,5819,4174,410
2013-06-12,5879,1235,120
2013-06-12,5920,1054,100
2013-06-12,5946,2294,220
2013-06-12,6016,6435,640
2013-06-12,6061,1936,190
2013-06-12,6105,3516,350
2013-06-12,6109,1308,0
2013-06-12,6127,114,0
2013-06-12,6136,5336,530
2013-06-12,6137,476,0
2013-06-12,6170,4909,-4560
2013-06-12,6205,62,0
2013-06-12,6216,1557,0
2013-06-12,6231,1770,170
2013-06-12,6262,3463,340
2013-06-12,6315,13051,0
2013-06-12,6327,2852,0
2013-06-12,6350,1980,190
2013-06-12,6397,1720,0
2013-06-12,6419,4639,460
2013-06-12,6440,2140,0
2013-06-12,6513,4156,0
2013-06-12,6619,3972,0
2013-06-12,6648,3634,0
2013-06-12,6784,941,90
2013-06-12,6884,0,0
2013-06-12,6953,2217,0
2013-06-12,6998,2374,230
2013-06-12,7048,5455,0
2013-06-12,7154,1295,120
2013-06-12,7265,2560,0
2013-06-12,7366,5133,510
2013-06-12,7423,0,0
2013-06-12,7450,875,80
2013-06-12,7564,1638,160
2013-06-12,7635,5202,0
2013-06-12,7658,4142,410
2013-06-12,7676,4248,420
2013-06-12,7732,3592,350
2013-06-12,7777,4081,-4650
2013-06-12,7867,4406,440
2013-06-12,7919,1715,0
2013-06-12,7924,3317,330
2013-06-12,7940,2245,220
2013-06-12,7970,702,70
2013-06-12,7989,2089,200
2013-06-12,8017,3364,0
2013-06-12,8019,3107,0
2013-06-12,8110,4019,0
2013-06-12,8121,1670,0
2013-06-12,8181,5481,540
2013-06-12,8225,2832,-4770
2013-06-12,8266,1095,0
2013-06-12,8291,3332,330
2013-06-12,8313,2658,0
2013-06-12,8334,2264,0
2013-06-12,8363,4721,470
2013-06-12,8416,4372,430
2013-06-12,8430,2509,0
2013-06-12,8431,447,0
2013-06-12,8447,3884,380
2013-06-12,8485,6343,0
2013-06-12,8619,2747,0
2013-06-12,8655,3031,0
2013-06-12,8670,2219,220
2013-06-12,8713,5584,550
2013-06-12,8752,2733,270
2013-06-12,8851,518,0
2013-06-12,8862,1840,180
2013-06-12,8887,442,40
2013-06-12,8900,6240,620
2013-06-12,8905,4335,430
2013-06-12,9026,3518,0
2013-06-12,9028,2436,240
2013-06-12,9033,3531,0
2013-06-12,9050,2509,0
2013-06-12,9099,5108,0
2013-06-12,9141,7039,700
2013-06-12,9158,7378,730
2013-06-12,9183,4355,0
2013-06-12,9232,1093,100
2013-06-12,9240,1604,0
2013-06-12,9263,3038,300
2013-06-12,9291,315,30
2013-06-12,9307,2709,270
2013-06-12,9308,8854,880
2013-06-12,9379,1427,140
2013-06-12,9389,2983,0
2013-06-12,9393,3895,0
2013-06-12,9404,1953,190
2013-06-12,9429,1124,0
2013-06-12,9650,328,30
2013-06-12,9672,1482,140
2013-06-12,9691,1365,0
2013-06-12,9705,60,0
2013-06-12,9840,1589,0
2013-06-12,9903,1528,0
2013-06-12,9925,2532,250
2013-06-12,9973,3135,310
2013-06-12,9987,1678,160
2013-06-12,9995,6537,0
2013-06-12,10000,1621,0
2013-06-12,10078,2141,210
2013-06-12,10347,1029,100
2013-06-12,10355,1816,180
2013-06-12,10476,10680,0
2013-06-12,10494,2650,260
2013-06-12,10557,1868,0
2013-06-12,10558,3511,0
2013-06-12,10595,1615,160
2013-06-12,10621,997,90
2013-06-12,10738,2773,270
2013-06-12,10770,6186,0
2013-06-12,10811,2713,270
2013-06-12,10901,4346,430
2013-06-12,10931,5103,0
2013-06-12,10958,1824,0
2013-06-12,10962,1650,0
2013-06-12,11055,2296,220
2013-06-12,11086,488,40
2013-06-12,11251,4720,0
2013-06-12,11292,427,40
2013-06-12,11344,798,70
2013-06-12,11347,442,40
2013-06-12,11452,1619,0
2013-06-12,11487,2253,220
2013-06-12,11541,4432,440
2013-06-12,11618,1705,170
2013-06-12,11673,901,0
2013-06-12,11727,6274,620
2013-06-12,11758,1192,110
2013-06-12,11766,1491,0
2013-06-12,11784,11809,1180
2013-06-12,11882,2971,0
2013-06-12,11998,3108,310
2013-06-12,12071,0,0
2013-06-12,12097,3808,380
2013-06-12,12116,2971,-4760
2013-06-12,12128,4783,-4580
2013-06-12,12194,250,20
2013-06-12,12266,3620,360
2013-06-12,12358,4468,0
2013-06-12,12441,254,0
2013-06-12,12481,6724,670
2013-06-12,12514,3198,310
2013-06-12,12555,10758,1070
2013-06-12,12567,1156,0
2013-06-12,12711,535,0
2013-06-12,12797,2801,280
2013-06-12,12816,1076,0
2013-06-12,12955,2177,0
2013-06-12,13059,2519,250
2013-06-12,13064,2264,220
2013-06-12,13131,2125,210
2013-06-12,13184,2537,250
2013-06-12,13286,104,0
2013-06-12,13423,1427,0
2013-06-12,13433,157,10
2013-06-12,13463,4616,460
2013-06-12,13485,9131,910
2013-06-12,13490,3606,360
2013-06-12,13500,3655,0
2013-06-12,13506,3213,320
2013-06-12,13520,7395,730
2013-06-12,13526,2073,200
2013-06-12,13537,192,0
2013-06-12,13557,3213,320
2013-06-12,13576,1611,160
2013-06-12,13608,10129,0
2013-06-12,13664,4349,0
2013-06-12,13665,1633,160
2013-06-12,13680,546,0
2013-06-12,13801,3452,340
2013-06-12,13834,2198,210
2013-06-12,13911,4893,480
2013-06-12,13946,2893,0
2013-06-12,13975,2788,0
2013-06-12,14009,6190,0
2013-06-12,14032,4764,470
2013-06-12,14037,1357,130
2013-06-12,14055,1542,150
2013-06-12,14111,678,0
2013-06-12,14132,2897,0
2013-06-12,14157,2292,0
2013-06-12,14180,3003,0
2013-06-12,14199,2133,0
2013-06-12,14297,3303,330
2013-06-12,14298,4793,470
2013-06-12,14301,2324,230
2013-06-12,14333,3461,340
2013-06-12,14342,3071,0
2013-06-12,14358,1795,0
2013-06-12,14404,2211,220
2013-06-12,14453,2116,0
2013-06-12,14458,5319,530
2013-06-12,14493,2151,210
2013-06-12,14507,2747,0
2013-06-13,7,384,0
2013-06-13,72,1096,0
2013-06-13,106,4909,490
2013-06-13,115,4460,440
2013-06-13,158,2109,0
2013-06-13,175,4463,440
2013-06-13,182,157,10
2013-06-13,190,4540,450
2013-06-13,258,1841,0
2013-06-13,280,441,40
2013-06-13,307,1721,0
2013-06-13,360,12330,0
2013-06-13,389,3963,0
2013-06-13,403,963,90
2013-06-13,459,3135,0
2013-06-13,460,2583,250
2013-06-13,482,5231,0
2013-06-13,522,2562,250
2013-06-13,547,818,80
2013-06-13,680,304,30
2013-06-13,737,3636,360
2013-06-13,792,836,0
2013-06-13,837,995,90
2013-06-13,841,3563,0
2013-06-13,870,2766,0
2013-06-13,877,1462,140
2013-06-13,907,517,50
2013-06-13,987,2066,0
2013-06-13,988,4709,0
2013-06-13,1058,3961,390
2013-06-13,1109,3454,-4710
2013-06-13,1130,3378,0
2013-06-13,1144,1245,120
2013-06-13,1191,183,10
2013-06-13,1197,1129,0
2013-06-13,1249,2312,230
2013-06-13,1301,3688,0
2013-06-13,1316,6857,680
2013-06-13,1328,2073,200
2013-06-13,1454,1822,180
2013-06-13,1456,7286,720
2013-06-13,1464,1470,140
2013-06-13,1513,2490,0
2013-06-13,1515,1659,0
2013-06-13,1564,3653,360
2013-06-13,1585,1159,0
2013-06-13,1783,3001,300
2013-06-13,1801,2964,290
2013-06-13,1854,508,50
2013-06-13,1916,4214,420
2013-06-13,2054,975,90
2013-06-13,2112,1684,160
2013-06-13,2182,3935,390
2013-06-13,2251,2934,-4760
2013-06-13,2273,665,60
2013-06-13,2355,5617,560
2013-06-13,2379,3594,0
2013-06-13,2403,2379,0
2013-06-13,2477,1503,150
2013-06-13,2551,1833,180
2013-06-13,2573,186,10
2013-06-13,2723,5492,540
2013-06-13,2752,2655,260
2013-06-13,2838,1536,0
2013-06-13,2923,679,60
2013-06-13,2991,6725,0
2013-06-13,3004,1272,120
2013-06-13,3061,2270,220
2013-06-13,3070,397,0
2013-06-13,3163,1594,0
2013-06-13,3176,247,0
2013-06-13,3323,6485,640
2013-06-13,3349,574,50
2013-06-13,3396,1491,140
2013-06-13,3438,3063,300
2013-06-13,3489,3952,0
2013-06-13,3591,3103,310
2013-06-13,3612,376,0
2013-06-13,3684,3633,0
2013-06-13,3712,2776,270
2013-06-13,3717,906,90
2013-06-13,3720,976,0
2013-06-13,3742,4953,0
2013-06-13,3753,4000,400
2013-06-13,3759,4480,440
2013-06-13,3858,2075,0
2013-06-13,3882,1926,190
2013-06-13,3899,1309,130
2013-06-13,3985,4521,-4600
2013-06-13,4023,4344,430
2013-06-13,4036,2504,0
2013-06-13,4046,6004,600
2013-06-13,4092,3282,0
2013-06-13,4102,4438,440
2013-06-13,4131,9260,920
2013-06-13,4218,2652,260
2013-06-13,4285,6889,0
2013-06-13,4299,0,0
2013-06-13,4392,1224,120
2013-06-13,4417,1778,0
2013-06-13,4445,1460,140
2013-06-13,4450,1277,0
2013-06-13,4453,1032,0
2013-06-13,4464,3102,0
2013-06-13,4522,2148,0
2013-06-13,4641,2617,260
2013-06-13,4644,3822,380
2013-06-13,4663,552,50
2013-06-13,4891,1596,0
2013-06-13,4909,1236,120
2013-06-13,4935,4286,0
2013-06-13,5001,2697,0
2013-06-13,5013,1515,150
2013-06-13,5082,3752,0
2013-06-13,5116,269,0
2013-06-13,5149,3454,0
2013-06-13,5173,2032,200
2013-06-13,5209,1228,0
2013-06-13,5429,820,80
2013-06-13,5456,1751,170
2013-06-13,5596,2258,0
2013-06-13,5747,5820,0
2013-06-13,5819,4249,420
2013-06-13,6025,1438,0
2013-06-13,6030,4046,400
2013-06-13,6061,1461,140
2013-06-13,6108,2074,0
2013-06-13,6112,619,60
2013-06-13,6136,4899,480
2013-06-13,6164,10633,-3990
2013-06-13,6209,3046,0
2013-06-13,6222,792,0
2013-06-13,6230,2935,290
2013-06-13,6283,8890,880
2013-06-13,6344,5851,-4470
2013-06-13,6350,2339,230
2013-06-13,6412,1276,0
2013-06-13,6521,8754,870
2013-06-13,6616,1512,0
2013-06-13,6758,11486,1140
2013-06-13,6806,4877,0
2013-06-13,6923,2974,0
2013-06-13,6970,1138,0
2013-06-13,6973,3104,0
2013-06-13,7024,4987,490
2013-06-13,7106,1838,180
2013-06-13,7170,793,0
2013-06-13,7254,3841,380
2013-06-13,7255,0,0
2013-06-13,7283,813,80
2013-06-13,7296,2812,280
2013-06-13,7325,1797,170
2013-06-13,7454,13437,1340
2013-06-13,7474,0,0
2013-06-13,7524,3803,380
2013-06-13,7617,268,0
2013-06-13,7635,6120,0
2013-06-13,7664,1408,140
2013-06-13,7706,1704,170
2013-06-13,7715,2041,200
2013-06-13,7758,1665,0
2013-06-13,7795,2490,0
2013-06-13,7907,1695,160
2013-06-13,7940,1107,110
2013-06-13,7989,2497,240
2013-06-13,8005,1822,0
2013-06-13,8025,4509,450
2013-06-13,8034,0,0
2013-06-13,8042,2517,0
2013-06-13,8099,946,90
2013-06-13,8155,2216,220
2013-06-13,8166,1551,0
2013-06-13,8202,2229,0
2013-06-13,8380,7778,770
2013-06-13,8424,2271,0
2013-06-13,8431,631,0
2013-06-13,8467,6006,600
2013-06-13,8565,662,60
2013-06-13,8638,1873,0
2013-06-13,8656,2949,290
2013-06-13,8728,3469,0
2013-06-13,8740,4454,440
2013-06-13,8782,259,0
2013-06-13,8786,1963,190
2013-06-13,9026,3629,0
2013-06-13,9084,3938,390
2013-06-13,9132,1318,0
2013-06-13,9187,1867,0
2013-06-13,9252,846,0
2013-06-13,9267,10541,0
2013-06-13,9458,5331,-4520
2013-06-13,9572,4843,0
2013-06-13,9691,578,0
2013-06-13,9775,1081,100
2013-06-13,9792,2190,0
2013-06-13,9925,1865,180
2013-06-13,10049,1144,0
2013-06-13,10097,2308,0
2013-06-13,10131,472,40
2013-06-13,10235,7783,770
2013-06-13,10366,1542,150
2013-06-13,10373,1097,100
2013-06-13,10409,1706,0
2013-06-13,10419,2698,0
2013-06-13,10464,1772,170
2013-06-13,10497,1810,0
2013-06-13,10529,2245,0
2013-06-13,10564,297,20
2013-06-13,10573,2982,0
2013-06-13,10673,1376,0
2013-06-13,10694,2815,0
2013-06-13,10701,915,90
2013-06-13,10740,1746,170
2013-06-13,10789,1343,0
2013-06-13,10990,4425,0
2013-06-13,11030,1067,100
2013-06-13,11055,2860,280
2013-06-13,11115,341,30
2013-06-13,11129,5429,540
2013-06-13,11152,1769,170
2013-06-13,11245,6032,600
2013-06-13,11254,5967,590
2013-06-13,11290,2414,0
2013-06-13,11427,3419,0
2013-06-13,11504,2513,0
2013-06-13,11541,3848,380
2013-06-13,11573,746,70
2013-06-13,11591,1552,150
2013-06-13,11647,2245,220
2013-06-13,11699,4862,0
2013-06-13,11719,2888,0
2013-06-13,11743,2514,250
2013-06-13,11753,629,60
2013-06-13,11857,176,10
2013-06-13,11911,9143,0
2013-06-13,11973,6295,620
2013-06-13,11995,2156,0
2013-06-13,12010,500,50
2013-06-13,12087,811,80
2013-06-13,12107,4689,0
2013-06-13,12149,3276,320
2013-06-13,12210,8816,-4170
2013-06-13,12388,4001,400
2013-06-13,12402,447,0
2013-06-13,12509,1365,130
2013-06-13,12510,754,70
2013-06-13,12532,1142,110
2013-06-13,12647,14320,1430
2013-06-13,12676,1925,190
2013-06-13,12706,3595,350
2013-06-13,12796,889,0
2013-06-13,12797,2984,290
2013-06-13,12916,2126,210
2013-06-13,12944,6857,680
2013-06-13,12958,228,20
2013-06-13,13032,556,50
2013-06-13,13035,756,70
2013-06-13,13223,936,0
2013-06-13,13229,6124,610
2013-06-13,13263,3771,370
2013-06-13,13285,4334,0
2013-06-13,13323,5877,580
2013-06-13,13439,51,0
2013-06-13,13445,4152,0
2013-06-13,13453,1267,0
2013-06-13,13464,10274,0
2013-06-13,13500,4633,0
2013-06-13,13557,2653,260
2013-06-13,13559,1828,180
2013-06-13,13568,5559,550
2013-06-13,13589,3784,370
2013-06-13,13712,1440,140
2013-06-13,13766,1854,180
2013-06-13,13767,8503,850
2013-06-13,13815,1175,0
2013-06-13,13837,10362,1030
2013-06-13,13914,3537,350
2013-06-13,13952,782,0
2013-06-13,13953,2608,0
2013-06-13,13990,2915,0
2013-06-13,14046,4877,0
2013-06-13,14070,9756,970
2013-06-13,14104,1868,0
2013-06-13,14108,6332,630
2013-06-13,14192,5231,520
2013-06-13,14301,1601,160
2013-06-13,14310,4670,460
2013-06-13,14323,2887,280
2013-06-13,14342,3187,0
2013-06-13,14388,1040,0
2013-06-13,14444,1958,190
2013-06-13,14470,606,60
2013-06-13,14495,1342,130
2013-06-13,14519,1953,190
2013-06-13,14529,936,0
2013-06-13,14548,345,0
2013-06-13,14570,1732,170
2013-06-14,13,4967,0
2013-06-14,109,2058,200
2013-06-14,126,2897,0
2013-06-14,158,1136,0
2013-06-14,206,1839,180
2013-06-14,237,911,0
2013-06-14,257,2748,270
2013-06-14,272,741,70
2013-06-14,274,1502,0
2013-06-14,322,4402,440
2013-06-14,343,2452,0
2013-06-14,400,2289,0
2013-06-14,455,3048,300
2013-06-14,460,3033,300
2013-06-14,480,4056,400
2013-06-14,482,4454,0
2013-06-14,555,1423,140
2013-06-14,611,0,0
2013-06-14,661,3103,310
2013-06-14,670,245,0
2013-06-14,686,0,0
2013-06-14,719,1260,0
2013-06-14,734,4826,480
2013-06-14,797,1091,0
2013-06-14,894,924,0
2013-06-14,907,878,80
2013-06-14,942,3255,0
2013-06-14,990,565,0
2013-06-14,1006,1858,0
2013-06-14,1034,2754,270
2013-06-14,1091,3914,390
2013-06-14,1243,1110,110
2013-06-14,1334,312,0
2013-06-14,1354,1668,0
2013-06-14,1364,3039,0
2013-06-14,1367,2035,200
2013-06-14,1399,2421,240
2013-06-14,1432,2062,0
2013-06-14,1455,1011,100
2013-06-14,1489,3023,300
2013-06-14,1605,5170,0
2013-06-14,1618,4885,0
2013-06-14,1917,8868,0
2013-06-14,2033,5370,530
2013-06-14,2088,4351,0
2013-06-14,2124,3288,0
2013-06-14,2160,1780,170
2013-06-14,2230,3447,340
2013-06-14,2285,3104,310
2013-06-14,2312,657,0
2013-06-14,2315,2018,0
2013-06-14,2398,8275,820
2013-06-14,2427,2783,270
2013-06-14,2439,2279,220
2013-06-14,2508,4452,440
2013-06-14,2530,3522,350
2013-06-14,2647,7732,0
2013-06-14,2701,806,80
2013-06-14,2720,1289,120
2013-06-14,2804,5144,510
2013-06-14,2829,1075,100
2013-06-14,2856,2107,210
2013-06-14,2966,455,40
2013-06-14,2975,8218,0
2013-06-14,3030,1187,110
2013-06-14,3033,2898,280
2013-06-14,3037,2569,250
2013-06-14,3098,1040,100
2013-06-14,3119,1317,0
2013-06-14,3200,6087,600
2013-06-14,3250,1482,0
2013-06-14,3289,2048,200
2013-06-14,3334,10958,1090
2013-06-14,3359,3379,330
2013-06-14,3396,1404,140
2013-06-14,3457,3504,350
2013-06-14,3493,1750,0
2013-06-14,3525,0,0
2013-06-14,3622,1692,160
2013-06-14,3636,3804,380
2013-06-14,3657,2097,0
2013-06-14,3772,1931,0
2013-06-14,3792,2684,0
2013-06-14,3816,2485,240
2013-06-14,3861,2192,0
2013-06-14,3880,1891,0
2013-06-14,3922,5827,580
2013-06-14,3925,4394,0
2013-06-14,3952,1220,0
2013-06-14,3990,1114,110
2013-06-14,4002,7123,710
2013-06-14,4007,3994,0
2013-06-14,4080,1784,170
2013-06-14,4088,5255,0
2013-06-14,4102,4495,440
2013-06-14,4131,8525,850
2013-06-14,4192,2332,0
2013-06-14,4200,2961,290
2013-06-14,4307,3026,0
2013-06-14,4477,1593,0
2013-06-14,4533,1892,180
2013-06-14,4536,4178,410
2013-06-14,4537,4978,490
2013-06-14,4597,1102,110
2013-06-14,4663,798,70
2013-06-14,4687,1570,150
2013-06-14,4790,3197,310
2013-06-14,4792,1444,0
2013-06-14,4832,1356,130
2013-06-14,4862,2301,230
2013-06-14,4901,1089,100
2013-06-14,4935,5215,0
2013-06-14,4960,4059,400
2013-06-14,4964,6462,0
2013-06-14,5001,3016,0
2013-06-14,5037,1747,0
2013-06-14,5061,2936,290
2013-06-14,5085,1136,-4940
2013-06-14,5130,4876,-4570
2013-06-14,5132,2850,280
2013-06-14,5158,5308,530
2013-06-14,5159,4272,420
2013-06-14,5160,2189,210
2013-06-14,5427,3238,320
2013-06-14,5440,3379,330
2013-06-14,5450,3353,330
2013-06-14,5457,1650,160
2013-06-14,5516,3037,0
2013-06-14,5525,1521,0
2013-06-14,5563,3497,0
2013-06-14,5628,1344,130
2013-06-14,5646,1097,0
2013-06-14,5750,8536,850
2013-06-14,5758,651,0
2013-06-14,5909,5890,580
2013-06-14,5998,1610,160
2013-06-14,6030,3155,310
2013-06-14,6061,2549,250
2013-06-14,6105,3025,300
2013-06-14,6145,2033,200
2013-06-14,6229,347,30
2013-06-14,6266,3704,370
2013-06-14,6283,8432,840
2013-06-14,6292,2711,0
2013-06-14,6304,8045,800
2013-06-14,6324,7693,0
2013-06-14,6350,1333,130
2013-06-14,6354,1804,180
2013-06-14,6383,4296,0
2013-06-14,6407,1473,140
2013-06-14,6416,859,80
2013-06-14,6488,4866,0
2013-06-14,6589,724,-4980
2013-06-14,6706,1187,0
2013-06-14,6749,3981,0
2013-06-14,6819,0,0
2013-06-14,6824,1264,120
2013-06-14,6880,3653,0
2013-06-14,6885,2012,0
2013-06-14,6895,2177,210
