id,signup_date,loyalty,location,gender,age,favorite_movie_line,number_of_purchases,value_of_purchases,total_standard_points,total_points_redeemed
12361,2013-03-24,control,SF,C,youthful,,,,,
12362,2013-03-24,enrolled,,B,wise,"As God is my witness, I'll never be hungry again.",,,,
12363,2013-03-24,control,NYC,,,"Frankly, my dear, I don't give a damn.",,,,
12364,2013-03-24,enrolled,,,,I have always depended on the kindness of strangers.,,,,
12365,2013-03-24,control,NYC,C,wise,,,,,
12366,2013-03-24,enrolled,LA,,,"Sawyer, you're going out a youngster, but you've got to come back a star!",,,,
12367,2013-03-24,enrolled,SF,,,"Carpe diem.  Seize the day, boys.  Make your lives extraordinary.",,,,
12368,2013-03-25,enrolled,,D,wise,,,,,
12369,2013-03-25,control,LA,,,You can't handle the truth!,,,,
12370,2013-03-25,enrolled,NYC,,,,,,,
12371,2013-03-25,enrolled,SF,D,,"Go ahead, make my day.",,,,
12372,2013-03-25,enrolled,LA,B,,"Elementary, my dear Watson.",,,,
12373,2013-03-25,enrolled,,C,,"Frankly, my dear, I don't give a damn.",,,,
12374,2013-03-25,control,NYC,,wise,,,,,
12375,2013-03-25,enrolled,,,,,,,,
12376,2013-03-25,enrolled,LA,,,,,,,
12377,2013-03-25,enrolled,,B,,,,,,
12378,2013-03-25,enrolled,,A,young,"Say ""hello"" to my little friend!",,,,
12379,2013-03-25,enrolled,,B,,A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.,,,,
12380,2013-03-25,control,NYC,,,,,,,
12381,2013-03-25,enrolled,SF,,,"Frankly, my dear, I don't give a damn.",,,,
12382,2013-03-25,control,LA,,oldish,,,,,
12383,2013-03-25,control,NYC,,,Show me the money!,,,,
12384,2013-03-25,enrolled,LA,,,,,,,
12385,2013-03-25,control,,A,wise,,,,,
12386,2013-03-25,enrolled,,,oldish,What we've got here is failure to communicate.,,,,
12387,2013-03-25,enrolled,SF,,,,,,,
12388,2013-03-25,enrolled,LA,B,oldish,I'll be back.,,,,
12389,2013-03-25,enrolled,,,wise,,,,,
12390,2013-03-25,enrolled,,A,wise,E.T. phone home.,,,,
12391,2013-03-25,control,NYC,C,young,There's no place like home. ,,,,
12392,2013-03-25,control,,C,,,,,,
12393,2013-03-25,enrolled,,C,,Tell 'em to go out there with all they got and win just one for the Gipper.,,,,
12394,2013-03-26,control,LA,B,,"Frankly, my dear, I don't give a damn.",,,,
12395,2013-03-26,control,,,,,,,,
12396,2013-03-26,enrolled,,C,,,,,,
12397,2013-03-26,enrolled,,A,,,,,,
12398,2013-03-26,enrolled,SF,D,wise,"Frankly, my dear, I don't give a damn.",,,,
12399,2013-03-26,enrolled,LA,D,oldish,"Stella!  Hey, Stella!",,,,
12400,2013-03-26,enrolled,,A,,,,,,
12401,2013-03-26,control,NYC,,youthful,"Frankly, my dear, I don't give a damn.",,,,
12402,2013-03-26,control,NYC,,,We'll always have Paris.,,,,
12403,2013-03-26,enrolled,SF,,,You can't handle the truth!,,,,
12404,2013-03-26,control,,A,youthful,Listen to them.  Children of the night.  What music they make.,,,,
12405,2013-03-26,enrolled,NYC,,,"Wait a minute, wait a minute.  You ain't heard nothin' yet!",,,,
12406,2013-03-26,control,LA,D,wise,"Frankly, my dear, I don't give a damn.",,,,
12407,2013-03-26,control,SF,D,wise,"Frankly, my dear, I don't give a damn.",,,,
12408,2013-03-26,control,SF,,,"Frankly, my dear, I don't give a damn.",,,,
12409,2013-03-26,control,,,youthful,,,,,
12410,2013-03-26,control,,,,,,,,
12411,2013-03-26,enrolled,,A,youthful,"Take your stinking paws off me, you damned dirty ape.",,,,
12412,2013-03-26,enrolled,NYC,,,,,,,
12413,2013-03-26,enrolled,LA,,,,,,,
12414,2013-03-26,enrolled,,C,oldish,There's no crying in baseball!,,,,
12415,2013-03-26,control,NYC,A,youthful,Striker: Surely you can't be serious. ,,,,
12416,2013-03-26,control,,D,youthful,,,,,
12417,2013-03-26,enrolled,LA,B,,"Mother of mercy, is this the end of Rico?",,,,
12418,2013-03-26,enrolled,,,wise,,,,,
12419,2013-03-26,enrolled,,A,,"If you build it, he will come.",,,,
12420,2013-03-26,control,,C,,"Elementary, my dear Watson.",,,,
12421,2013-03-27,control,NYC,,oldish,,,,,
12422,2013-03-27,control,SF,,,,,,,
12423,2013-03-27,enrolled,LA,A,wise,"As God is my witness, I'll never be hungry again.",,,,
12424,2013-03-27,enrolled,,C,wise,"Made it, Ma! Top of the world!",,,,
12425,2013-03-27,enrolled,LA,B,young,,,,,
12426,2013-03-27,enrolled,,,,,,,,
12427,2013-03-27,enrolled,,D,,It's alive!  It's alive!,,,,
12428,2013-03-27,enrolled,,,,"Frankly, my dear, I don't give a damn.",,,,
12429,2013-03-27,control,,,,"Frankly, my dear, I don't give a damn.",,,,
12430,2013-03-27,enrolled,LA,,,,,,,
12431,2013-03-27,control,NYC,,young,"Carpe diem.  Seize the day, boys.  Make your lives extraordinary.",,,,
12432,2013-03-27,control,SF,,,"Frankly, my dear, I don't give a damn.",,,,
12433,2013-03-27,enrolled,,A,,,,,,
12434,2013-03-27,control,,D,,,,,,
12435,2013-03-27,control,LA,B,oldish,,,,,
12436,2013-03-27,control,LA,D,young,,,,,
12437,2013-03-27,enrolled,NYC,,young,"You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",,,,
12438,2013-03-27,enrolled,LA,,,,,,,
12439,2013-03-27,enrolled,NYC,,wise,"Sawyer, you're going out a youngster, but you've got to come back a star!",,,,
12440,2013-03-27,enrolled,,,,,,,,
12441,2013-03-27,control,,,,,,,,
12442,2013-03-28,enrolled,,,wise,You can't handle the truth!,,,,
12443,2013-03-28,control,NYC,A,,,,,,
12444,2013-03-28,enrolled,,A,young,,,,,
12445,2013-03-28,control,,C,wise,,,,,
12446,2013-03-28,control,NYC,B,,,,,,
12447,2013-03-28,control,LA,,,"Frankly, my dear, I don't give a damn.",,,,
12448,2013-03-28,enrolled,NYC,B,,,,,,
12449,2013-03-28,control,LA,A,youthful,,,,,
12450,2013-03-28,control,LA,B,youthful,,,,,
12451,2013-03-28,enrolled,,,wise,"Mrs. Robinson, you're trying to seduce me.  Aren't you?",,,,
12452,2013-03-28,enrolled,LA,,youthful,,,,,
12453,2013-03-28,control,SF,,young,,,,,
12454,2013-03-28,control,,D,young,,,,,
12455,2013-03-28,enrolled,,C,young,,,,,
12456,2013-03-28,enrolled,NYC,,,,,,,
12457,2013-03-28,enrolled,,A,young,,,,,
12458,2013-03-28,enrolled,SF,C,,,,,,
12459,2013-03-28,enrolled,SF,,,"You don't understand!  I coulda had class. I coulda been a contender. I could've been somebody, instead of a bum, which is what I am.",,,,
12460,2013-03-28,enrolled,,B,,,,,,
12461,2013-03-28,enrolled,NYC,C,young,"Frankly, my dear, I don't give a damn.",,,,
12462,2013-03-28,enrolled,SF,C,,Nobody puts Baby in a corner.,,,,
12463,2013-03-29,enrolled,NYC,B,youthful,,,,,
12464,2013-03-29,control,,B,wise,"Frankly, my dear, I don't give a damn.",,,,
12465,2013-03-29,control,,D,young,,,,,
12466,2013-03-29,enrolled,,,,"Hello, gorgeous.",,,,
12467,2013-03-29,control,,D,oldish,,,,,
12468,2013-03-29,control,,A,,,,,,
12469,2013-03-29,enrolled,,,,,,,,
12470,2013-03-29,enrolled,,B,wise,,,,,
12471,2013-03-29,enrolled,SF,,,I am big!  It's the pictures that got small.,,,,
12472,2013-03-29,control,SF,D,,"Frankly, my dear, I don't give a damn.",,,,
12473,2013-03-29,control,NYC,,wise,,,,,
12474,2013-03-29,control,,C,,,,,,
12475,2013-03-29,control,,,,,,,,
12476,2013-03-29,enrolled,SF,,young,,,,,
12477,2013-03-29,control,SF,C,youthful,,,,,
12478,2013-03-29,control,,A,wise,"Frankly, my dear, I don't give a damn.",,,,
12479,2013-03-29,enrolled,SF,,oldish,My mother thanks you. My father thanks you. My sister thanks you. And I thank you.,,,,
12480,2013-03-29,control,LA,,youthful,,,,,
12481,2013-03-30,enrolled,NYC,,oldish,,,,,
12482,2013-03-30,control,,,,,,,,
12483,2013-03-30,enrolled,,D,wise,,,,,
12484,2013-03-30,control,,D,,,,,,
12485,2013-03-30,enrolled,,C,,My precious.,,,,
12486,2013-03-30,enrolled,SF,,,"Frankly, my dear, I don't give a damn.",,,,
12487,2013-03-30,enrolled,,,youthful,,,,,
12488,2013-03-30,enrolled,,,,I'll have what she's having.,,,,
12489,2013-03-30,enrolled,LA,,,,,,,
12490,2013-03-30,enrolled,,,,,,,,
12491,2013-03-30,enrolled,NYC,B,oldish,,,,,
12492,2013-03-30,enrolled,,,youthful,,,,,
12493,2013-03-30,control,,D,oldish,"Mrs. Robinson, you're trying to seduce me.  Aren't you?",,,,
12494,2013-03-30,control,,D,,,,,,
12495,2013-03-30,enrolled,,D,,Tell 'em to go out there with all they got and win just one for the Gipper.,,,,
12496,2013-03-30,control,NYC,C,,,,,,
12497,2013-03-30,enrolled,SF,,wise,"Frankly, my dear, I don't give a damn.",,,,
12498,2013-03-30,enrolled,,B,,"Mother of mercy, is this the end of Rico?",,,,
12499,2013-03-30,control,LA,,young,,,,,
12500,2013-03-30,control,SF,,,,,,,
12501,2013-03-30,control,SF,C,,,,,,
12502,2013-03-30,control,,C,oldish,I'm the king of the world!,,,,
12503,2013-03-30,enrolled,,,,They're here!,,,,
12504,2013-03-30,enrolled,SF,,youthful,"Frankly, my dear, I don't give a damn.",,,,
12505,2013-03-30,enrolled,LA,,wise,"Say ""hello"" to my little friend!",,,,
12506,2013-03-31,enrolled,,A,wise,,,,,
12507,2013-03-31,enrolled,,,,,,,,
12508,2013-03-31,enrolled,,C,oldish,Why don't you come up sometime and see me?,,,,
12509,2013-03-31,enrolled,,,,,,,,
12510,2013-03-31,enrolled,,,,,,,,
12511,2013-03-31,control,NYC,,youthful,,,,,
12512,2013-03-31,control,,,young,,,,,
12513,2013-03-31,control,SF,,wise,,,,,
12514,2013-03-31,enrolled,,C,oldish,,,,,
12515,2013-03-31,control,,C,,,,,,
12516,2013-03-31,control,,C,,,,,,
12517,2013-03-31,control,,A,wise,"Frankly, my dear, I don't give a damn.",,,,
12518,2013-03-31,enrolled,NYC,,young,"Wait a minute, wait a minute.  You ain't heard nothin' yet!",,,,
12519,2013-03-31,enrolled,,,,A boy's best friend is his mother.,,,,
12520,2013-03-31,enrolled,,,,"Frankly, my dear, I don't give a damn.",,,,
12521,2013-03-31,enrolled,LA,C,,"Frankly, my dear, I don't give a damn.",,,,
12522,2013-03-31,enrolled,NYC,D,youthful,A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.,,,,
12523,2013-03-31,control,NYC,C,wise,"Hello, gorgeous.",,,,
12524,2013-03-31,control,NYC,D,wise,,,,,
12525,2013-03-31,enrolled,LA,B,youthful,"Today, I consider myself the luckiest man on the face of the earth.",,,,
12526,2013-03-31,enrolled,NYC,,,,,,,
12527,2013-03-31,control,NYC,D,,Striker: Surely you can't be serious. ,,,,
12528,2013-03-31,control,,,,"As God is my witness, I'll never be hungry again.",,,,
12529,2013-03-31,enrolled,,B,,"Frankly, my dear, I don't give a damn.",,,,
12530,2013-03-31,enrolled,,,,,,,,
12531,2013-03-31,enrolled,SF,C,young,"Stella!  Hey, Stella!",,,,
12532,2013-03-31,enrolled,,C,,"Go ahead, make my day.",,,,
12533,2013-03-31,enrolled,NYC,,youthful,,,,,
12534,2013-03-31,control,,,,,,,,
12535,2013-03-31,enrolled,LA,B,,"Frankly, my dear, I don't give a damn.",,,,
12536,2013-03-31,control,LA,D,,"Elementary, my dear Watson.",,,,
12537,2013-03-31,enrolled,,,young,,,,,
12538,2013-03-31,enrolled,NYC,,young,I am big!  It's the pictures that got small.,,,,
12539,2013-03-31,control,NYC,,,"Frankly, my dear, I don't give a damn.",,,,
12540,2013-03-31,control,NYC,B,,,,,,
12541,2013-03-31,control,NYC,,young,"Frankly, my dear, I don't give a damn.",,,,
12542,2013-03-31,control,,,,,,,,
12543,2013-03-31,enrolled,,A,,"Wait a minute, wait a minute.  You ain't heard nothin' yet!",,,,
12544,2013-03-31,control,NYC,,,,,,,
12545,2013-03-31,enrolled,NYC,D,youthful,What we've got here is failure to communicate.,,,,
12546,2013-03-31,control,,D,young,E.T. phone home.,,,,
12547,2013-03-31,enrolled,,C,,,,,,
12548,2013-04-01,enrolled,LA,,young,,,,,
12549,2013-04-01,enrolled,LA,,,Show me the money!,,,,
12550,2013-04-01,enrolled,,,young,,,,,
12551,2013-04-01,enrolled,,B,,"Frankly, my dear, I don't give a damn.",,,,
12552,2013-04-01,enrolled,NYC,,,,,,,
12553,2013-04-01,enrolled,LA,C,,"Frankly, my dear, I don't give a damn.",,,,
12554,2013-04-01,enrolled,LA,C,youthful,"As God is my witness, I'll never be hungry again.",,,,
12555,2013-04-01,enrolled,NYC,D,,"You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",,,,
12556,2013-04-01,control,LA,C,,"Frankly, my dear, I don't give a damn.",,,,
12557,2013-04-01,enrolled,SF,,,Listen to them.  Children of the night.  What music they make.,,,,
12558,2013-04-01,enrolled,LA,,young,Nobody puts Baby in a corner.,,,,
12559,2013-04-01,control,SF,,,,,,,
12560,2013-04-01,enrolled,LA,A,wise,"Frankly, my dear, I don't give a damn.",,,,
12561,2013-04-01,control,SF,,wise,,,,,
12562,2013-04-01,enrolled,,C,youthful,"One morning I shot an elephant in my pajamas. How he got in my pajamas, I don't know.",,,,
12563,2013-04-01,enrolled,,,wise,"All right, Mr. DeMille, I'm ready for my close-up.",,,,
12564,2013-04-01,enrolled,,A,oldish,,,,,
12565,2013-04-01,enrolled,SF,,wise,,,,,
12566,2013-04-01,enrolled,,,youthful,"Frankly, my dear, I don't give a damn.",,,,
12567,2013-04-01,control,,,young,,,,,
12568,2013-04-01,control,SF,,,,,,,
12569,2013-04-01,enrolled,,,wise,"Frankly, my dear, I don't give a damn.",,,,
12570,2013-04-01,control,NYC,B,wise,,,,,
12571,2013-04-01,control,LA,,,,,,,
12572,2013-04-01,control,SF,,young,,,,,
12573,2013-04-02,enrolled,,A,oldish,It's alive!  It's alive!,,,,
12574,2013-04-02,control,,,,A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.,,,,
12575,2013-04-02,enrolled,LA,B,,,,,,
12576,2013-04-02,control,,,,,,,,
12577,2013-04-02,control,NYC,B,youthful,,,,,
12578,2013-04-02,enrolled,,,,,,,,
12579,2013-04-02,control,,D,oldish,,,,,
12580,2013-04-02,control,,,,"Carpe diem.  Seize the day, boys.  Make your lives extraordinary.",,,,
12581,2013-04-02,enrolled,LA,A,oldish,,,,,
12582,2013-04-02,control,,,wise,,,,,
12583,2013-04-02,enrolled,,,wise,,,,,
12584,2013-04-02,enrolled,,A,youthful,,,,,
12585,2013-04-02,enrolled,,,,My mother thanks you. My father thanks you. My sister thanks you. And I thank you.,,,,
12586,2013-04-02,control,,,,,,,,
12587,2013-04-02,enrolled,,C,,I'm walking here!  I'm walking here!,,,,
12588,2013-04-02,control,NYC,D,,I'll be back.,,,,
12589,2013-04-02,enrolled,NYC,,,,,,,
12590,2013-04-02,enrolled,,A,,Badges? We ain't got no badges! We don't need no badges! I don't have to show you any stinking badges!,,,,
12591,2013-04-02,control,,,oldish,,,,,
12592,2013-04-02,enrolled,NYC,,wise,Shane.  Shane.  Come back!,,,,
12593,2013-04-02,enrolled,,,,,,,,
12594,2013-04-02,control,,,youthful,They call me Mister Tibbs!,,,,
12595,2013-04-02,control,,C,,,,,,
12596,2013-04-02,enrolled,,,oldish,,,,,
12597,2013-04-02,control,SF,,young,"Here's looking at you, kid.",,,,
12598,2013-04-02,enrolled,LA,D,young,,,,,
12599,2013-04-03,enrolled,,,young,I'll have what she's having.,,,,
12600,2013-04-03,enrolled,,B,wise,,,,,
12601,2013-04-03,control,SF,C,oldish,I'm walking here!  I'm walking here!,,,,
12602,2013-04-03,control,,,oldish,Who's on first.,,,,
12603,2013-04-03,control,NYC,D,,Snap out of it!,,,,
12604,2013-04-03,control,,B,,,,,,
12605,2013-04-03,control,LA,,,I want to be alone.,,,,
12606,2013-04-03,enrolled,LA,,oldish,"One morning I shot an elephant in my pajamas. How he got in my pajamas, I don't know.",,,,
12607,2013-04-03,control,NYC,,youthful,I have always depended on the kindness of strangers.,,,,
12608,2013-04-03,control,SF,,,Striker: Surely you can't be serious. ,,,,
12609,2013-04-03,enrolled,SF,B,,There's no crying in baseball!,,,,
12610,2013-04-03,enrolled,NYC,C,wise,,,,,
12611,2013-04-03,control,,C,,,,,,
12612,2013-04-03,enrolled,,,,"Frankly, my dear, I don't give a damn.",,,,
12613,2013-04-03,enrolled,,,,,,,,
12614,2013-04-03,enrolled,,,oldish,Soylent Green is people!,,,,
12615,2013-04-03,control,,,wise,Snap out of it!,,,,
12616,2013-04-03,enrolled,,,,"Life is a banquet, and most poor suckers are starving to death!",,,,
12617,2013-04-03,enrolled,SF,C,,"Frankly, my dear, I don't give a damn.",,,,
12618,2013-04-03,enrolled,,,youthful,,,,,
12619,2013-04-03,control,NYC,B,wise,,,,,
12620,2013-04-03,enrolled,,,,"Toto, I've a feeling we're not in Kansas anymore.",,,,
12621,2013-04-03,enrolled,,,,,,,,
12622,2013-04-03,enrolled,NYC,,,"Frankly, my dear, I don't give a damn.",,,,
12623,2013-04-04,control,SF,A,oldish,,,,,
12624,2013-04-04,enrolled,,,,,,,,
12625,2013-04-04,control,SF,,,,,,,
12626,2013-04-04,enrolled,NYC,,wise,You're gonna need a bigger boat.,,,,
12627,2013-04-04,enrolled,NYC,C,,,,,,
12628,2013-04-04,enrolled,LA,D,,"Here's looking at you, kid.",,,,
12629,2013-04-04,enrolled,LA,D,youthful,"Wait a minute, wait a minute.  You ain't heard nothin' yet!",,,,
12630,2013-04-04,control,NYC,,young,,,,,
12631,2013-04-04,control,,,young,"Frankly, my dear, I don't give a damn.",,,,
12632,2013-04-04,control,,,,,,,,
12633,2013-04-04,control,,A,,I love the smell of napalm in the morning. ,,,,
12634,2013-04-04,enrolled,NYC,D,,"Frankly, my dear, I don't give a damn.",,,,
12635,2013-04-04,control,,C,youthful,,,,,
12636,2013-04-04,enrolled,NYC,,youthful,,,,,
12637,2013-04-04,control,,,,"Frankly, my dear, I don't give a damn.",,,,
12638,2013-04-04,enrolled,,,,,,,,
12639,2013-04-04,control,,,oldish,,,,,
12640,2013-04-04,control,,,oldish,Shane.  Shane.  Come back!,,,,
12641,2013-04-04,enrolled,SF,,,,,,,
12642,2013-04-04,enrolled,NYC,D,oldish,,,,,
12643,2013-04-04,control,LA,B,oldish,We'll always have Paris.,,,,
12644,2013-04-04,enrolled,,A,,,,,,
12645,2013-04-04,enrolled,,,youthful,,,,,
12646,2013-04-04,control,NYC,,,,,,,
12647,2013-04-04,enrolled,,D,,"Gentlemen, you can't fight in here! This is the War Room!",,,,
12648,2013-04-04,enrolled,NYC,C,youthful,"You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",,,,
12649,2013-04-04,enrolled,,C,,,,,,
12650,2013-04-05,control,NYC,,youthful,"If you build it, he will come.",,,,
12651,2013-04-05,control,SF,,,,,,,
12652,2013-04-05,control,,,,They call me Mister Tibbs!,,,,
12653,2013-04-05,control,,D,wise,"Frankly, my dear, I don't give a damn.",,,,
12654,2013-04-05,control,,C,oldish,There's no place like home. ,,,,
12655,2013-04-05,control,,A,wise,"Play it, Sam.  Play 'As Time Goes By.'",,,,
12656,2013-04-05,control,LA,,wise,"Frankly, my dear, I don't give a damn.",,,,
12657,2013-04-05,control,,B,oldish,"Hasta la vista, baby.",,,,
12658,2013-04-05,enrolled,NYC,D,oldish,"Here's looking at you, kid.",,,,
12659,2013-04-05,enrolled,SF,,,,,,,
12660,2013-04-05,enrolled,,C,youthful,We'll always have Paris.,,,,
12661,2013-04-05,enrolled,SF,C,,You can't handle the truth!,,,,
12662,2013-04-05,enrolled,,B,oldish,,,,,
12663,2013-04-05,enrolled,NYC,,oldish,"Here's looking at you, kid.",,,,
12664,2013-04-05,control,LA,,,,,,,
12665,2013-04-05,control,LA,,,,,,,
12666,2013-04-05,control,LA,C,,,,,,
12667,2013-04-05,enrolled,NYC,,,"Mother of mercy, is this the end of Rico?",,,,
12668,2013-04-05,enrolled,,,wise,"Frankly, my dear, I don't give a damn.",,,,
12669,2013-04-05,enrolled,SF,B,,"A martini.  Shaken, not stirred.",,,,
12670,2013-04-05,control,LA,A,youthful,,,,,
12671,2013-04-05,enrolled,SF,B,wise,"Frankly, my dear, I don't give a damn.",,,,
12672,2013-04-05,enrolled,SF,A,youthful,You're gonna need a bigger boat.,,,,
12673,2013-04-05,control,,D,oldish,"All right, Mr. DeMille, I'm ready for my close-up.",,,,
12674,2013-04-06,enrolled,,D,,What a dump.,,,,
12675,2013-04-06,enrolled,,,,,,,,
12676,2013-04-06,enrolled,,,,Is it safe?,,,,
12677,2013-04-06,control,,C,wise,"Greed, for lack of a better word, is good.",,,,
12678,2013-04-06,enrolled,,D,,Is it safe?,,,,
12679,2013-04-06,enrolled,LA,,,,,,,
12680,2013-04-06,control,LA,B,wise,,,,,
12681,2013-04-06,enrolled,SF,,,,,,,
12682,2013-04-06,control,SF,A,wise,"Frankly, my dear, I don't give a damn.",,,,
12683,2013-04-06,enrolled,,C,,,,,,
12684,2013-04-06,control,,D,oldish,,,,,
12685,2013-04-06,enrolled,LA,,,,,,,
12686,2013-04-06,control,,C,,They call me Mister Tibbs!,,,,
12687,2013-04-06,control,LA,,oldish,"Louis, I think this is the beginning of a beautiful friendship.",,,,
12688,2013-04-06,enrolled,,C,,We rob banks.,,,,
12689,2013-04-06,enrolled,SF,,young,"Of all the gin joints in all the towns in all the world, she walks into mine.",,,,
12690,2013-04-06,enrolled,,,youthful,,,,,
12691,2013-04-06,control,,,,Attica! Attica!,,,,
12692,2013-04-06,control,SF,,,,,,,
12693,2013-04-06,control,,,,"A martini.  Shaken, not stirred.",,,,
12694,2013-04-06,enrolled,NYC,C,wise,Attica! Attica!,,,,
12695,2013-04-06,control,SF,A,young,"Frankly, my dear, I don't give a damn.",,,,
12696,2013-04-06,enrolled,SF,,,My mother thanks you. My father thanks you. My sister thanks you. And I thank you.,,,,
12697,2013-04-06,enrolled,NYC,,young,Who's on first.,,,,
12698,2013-04-06,enrolled,,A,,,,,,
12699,2013-04-06,enrolled,NYC,,,Striker: Surely you can't be serious. ,,,,
12700,2013-04-06,enrolled,NYC,B,,They're here!,,,,
12701,2013-04-06,enrolled,LA,,wise,,,,,
12702,2013-04-06,enrolled,,C,,,,,,
12703,2013-04-06,enrolled,,C,,"Hello, gorgeous.",,,,
12704,2013-04-07,enrolled,SF,D,,"Frankly, my dear, I don't give a damn.",,,,
12705,2013-04-07,control,LA,,,,,,,
12706,2013-04-07,enrolled,LA,D,oldish,,,,,
12707,2013-04-07,control,,B,wise,"Frankly, my dear, I don't give a damn.",,,,
12708,2013-04-07,control,,D,youthful,,,,,
12709,2013-04-07,enrolled,,,,,,,,
12710,2013-04-07,enrolled,,B,youthful,"Take your stinking paws off me, you damned dirty ape.",,,,
12711,2013-04-07,control,SF,A,youthful,Badges? We ain't got no badges! We don't need no badges! I don't have to show you any stinking badges!,,,,
12712,2013-04-07,enrolled,LA,B,oldish,You can't handle the truth!,,,,
12713,2013-04-07,control,,,,"Frankly, my dear, I don't give a damn.",,,,
12714,2013-04-07,enrolled,NYC,,youthful,"As God is my witness, I'll never be hungry again.",,,,
12715,2013-04-07,control,LA,B,oldish,Here's Johnny!,,,,
12716,2013-04-07,enrolled,,,,,,,,
12717,2013-04-07,enrolled,NYC,A,,"Frankly, my dear, I don't give a damn.",,,,
12718,2013-04-07,control,LA,,oldish,,,,,
12719,2013-04-07,enrolled,,,young,"Carpe diem.  Seize the day, boys.  Make your lives extraordinary.",,,,
12720,2013-04-07,enrolled,NYC,A,oldish,"Say ""hello"" to my little friend!",,,,
12721,2013-04-07,control,,,wise,,,,,
12722,2013-04-07,enrolled,,,,,,,,
12723,2013-04-07,enrolled,,C,,,,,,
12724,2013-04-07,enrolled,LA,D,youthful,It's alive!  It's alive!,,,,
12725,2013-04-07,control,SF,C,young,,,,,
12726,2013-04-07,control,NYC,D,youthful,I'll be back.,,,,
12727,2013-04-07,control,,D,,It's alive!  It's alive!,,,,
12728,2013-04-07,control,LA,D,wise,,,,,
12729,2013-04-07,control,,,,I am big!  It's the pictures that got small.,,,,
12730,2013-04-07,enrolled,LA,,,,,,,
12731,2013-04-08,enrolled,NYC,A,wise,,,,,
12732,2013-04-08,enrolled,NYC,,,"Say ""hello"" to my little friend!",,,,
12733,2013-04-08,enrolled,NYC,,,,,,,
12734,2013-04-08,control,,,,Shane.  Shane.  Come back!,,,,
12735,2013-04-08,enrolled,NYC,,oldish,,,,,
12736,2013-04-08,enrolled,SF,C,,We'll always have Paris.,,,,
12737,2013-04-08,enrolled,SF,,,,,,,
12738,2013-04-08,enrolled,,,young,,,,,
12739,2013-04-08,enrolled,LA,C,,"Louis, I think this is the beginning of a beautiful friendship.",,,,
12740,2013-04-08,control,,,young,We'll always have Paris.,,,,
12741,2013-04-08,control,,,young,Listen to them.  Children of the night.  What music they make.,,,,
12742,2013-04-08,enrolled,SF,A,wise,"Frankly, my dear, I don't give a damn.",,,,
12743,2013-04-08,enrolled,,D,wise,,,,,
12744,2013-04-08,control,,A,wise,Love means never having to say you're sorry.,,,,
12745,2013-04-08,enrolled,LA,,,Toga!  Toga!,,,,
12746,2013-04-08,enrolled,,,,"You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",,,,
12747,2013-04-08,enrolled,NYC,A,,"Houston, we have a problem.",,,,
12748,2013-04-08,enrolled,LA,,,,,,,
12749,2013-04-08,control,NYC,B,young,We rob banks.,,,,
12750,2013-04-08,enrolled,,D,,"One morning I shot an elephant in my pajamas. How he got in my pajamas, I don't know.",,,,
12751,2013-04-08,enrolled,,B,,,,,,
12752,2013-04-08,enrolled,,,wise,"Frankly, my dear, I don't give a damn.",,,,
12753,2013-04-08,control,,,,They're here!,,,,
12754,2013-04-08,control,,D,,I love the smell of napalm in the morning. ,,,,
12755,2013-04-08,control,,,,,,,,
12756,2013-04-08,enrolled,,,,"Frankly, my dear, I don't give a damn.",,,,
12757,2013-04-08,enrolled,LA,,,"Frankly, my dear, I don't give a damn.",,,,
12758,2013-04-08,control,,,,,,,,
12759,2013-04-08,enrolled,LA,B,oldish,"Made it, Ma! Top of the world!",,,,
12760,2013-04-08,enrolled,,A,,It's alive!  It's alive!,,,,
12761,2013-04-08,enrolled,LA,,young,E.T. phone home.,,,,
12762,2013-04-08,control,LA,,,"Frankly, my dear, I don't give a damn.",,,,
12763,2013-04-08,enrolled,,D,wise,,,,,
12764,2013-04-08,control,,C,oldish,,,,,
12765,2013-04-08,enrolled,,B,oldish,"As God is my witness, I'll never be hungry again.",,,,
12766,2013-04-09,enrolled,SF,,young,,,,,
12767,2013-04-09,control,NYC,,,"Say ""hello"" to my little friend!",,,,
12768,2013-04-09,control,NYC,C,,,,,,
12769,2013-04-09,control,,C,,,,,,
12770,2013-04-09,enrolled,,C,youthful,"Sawyer, you're going out a youngster, but you've got to come back a star!",,,,
12771,2013-04-09,control,,,,,,,,
12772,2013-04-09,enrolled,NYC,,wise,,,,,
12773,2013-04-09,control,NYC,B,,,,,,
12774,2013-04-09,enrolled,,D,youthful,"Take your stinking paws off me, you damned dirty ape.",,,,
12775,2013-04-09,enrolled,LA,,youthful,,,,,
12776,2013-04-09,enrolled,,B,youthful,They're here!,,,,
12777,2013-04-09,control,SF,,,,,,,
12778,2013-04-09,enrolled,,,young,,,,,
12779,2013-04-09,control,SF,C,,I see dead people.,,,,
12780,2013-04-09,control,NYC,,oldish,,,,,
